"sp","migrant","area","HWI","family","hwi"
"Tangara_schrankii","Non-migrant",225.087378914733,38.8893074471168,"Thraupidae",25.75127982
"Tangara_velia","Non-migrant",402.099243468233,37.3696104533469,"Thraupidae",24.20898269
"Tangara_vitriolina","Non-migrant",10.1013400561969,34.7736469953567,"Thraupidae",21.6470916914286
"Tangara_xanthocephala","Non-migrant",29.4129068601425,37.1489613479967,"Thraupidae",23.86077561
"Teretistris_fernandinae","Non-migrant",2.25446794152061,26.4739226456197,"Teretistridae",13.61292434
"Tiaris_olivaceus","Non-migrant",81.8630048582458,31.4932429697152,"Thraupidae",18.36753331
"Trichothraupis_melanops","Non-migrant",215.01919420361,32.8200152383052,"Thraupidae",20.00554247
"Vermivora_bachmanii","Migrant",88.3352226070471,44.2804291603602,"Parulidae",31.32869493
"Vermivora_chrysoptera","Migrant",445.231330180459,40.6238368486352,"Parulidae",27.43822374
"Vermivora_cyanoptera","Migrant",344.943385991924,37.9050583058822,"Parulidae",24.86911236
"Volatinia_jacarina","Migrant",1279.53337759464,29.6858379715523,"Thraupidae",16.93277675
"Xanthocephalus_xanthocephalus","Migrant",875.874201937938,42.8873805989598,"Icteridae",29.97002935
"Zeledonia_coronata","Non-migrant",0.425567412495785,20.9564186849635,"Zeledoniidae",13.85982917
"Zonotrichia_albicollis","Migrant",1406.00672934513,32.3152709359606,"Passerellidae",19.31034483
"Zonotrichia_atricapilla","Migrant",353.479849645542,35.7861425716189,"Passerellidae",22.83469354
"Zonotrichia_capensis","Non-migrant",1128.62622826849,28.6724475785235,"Passerellidae",15.46810599
"Zonotrichia_leucophrys","Migrant",2314.53600198075,38.5888559558478,"Passerellidae",25.50021062
"Zonotrichia_querula","Migrant",875.179859730035,37.7438563212989,"Passerellidae",24.87453446
