"sp","migrant","area","HWI","family","hwi"
"Anisognathus_igniventris","Non-migrant",8.10293699189194,29.9377872511034,"Thraupidae",17.13282622
"Anisognathus_lacrymosus","Non-migrant",14.2358782664474,30.6060261865651,"Thraupidae",17.84415188
"Anisognathus_melanogenys","Non-migrant",0.653616291758626,30.3706767639352,"Thraupidae",17.60482364
"Anisognathus_somptuosus","Non-migrant",26.1566738993641,34.2226479305131,"Thraupidae",21.48695354
"Arremon_assimilis","Non-migrant",24.8065413346928,22.9147255126429,"Passerellidae",10.08733967
"Arremon_aurantiirostris","Non-migrant",57.2169341433085,26.8303395950455,"Passerellidae",13.74276704
"Arremon_brunneinucha","Non-migrant",51.2183073676912,23.3581228556373,"Passerellidae",10.55407944
"Arremon_costaricensis","Non-migrant",0.306321482983414,24.9806517636966,"Passerellidae",12.12939361
"Arremon_crassirostris","Non-migrant",0.78173843767913,21.2982057362379,"Passerellidae",8.32390536
"Arremon_phaeopleurus","Non-migrant",0.850758155488729,19.3483806692401,"Passerellidae",6.431630848
"Arremon_schlegeli","Non-migrant",15.4906375578884,27.7995989517729,"Passerellidae",14.72384258
"Arremon_taciturnus","Non-migrant",555.749173459244,24.9966261808367,"Passerellidae",11.90620783
"Arremon_torquatus","Non-migrant",9.68732518108614,23.4148229606025,"Passerellidae",10.6779471
"Arremon_virenticeps","Non-migrant",6.86798852066861,21.7156167697994,"Passerellidae",8.783508636
"Arremonops_chloronotus","Non-migrant",19.9629788748813,20.2423687423687,"Passerellidae",6.928571429
"Arremonops_conirostris","Non-migrant",92.9057734185291,26.4029764598678,"Passerellidae",13.38297512
"Arremonops_rufivirgatus","Non-migrant",48.4605877864004,27.9752133658902,"Passerellidae",14.70069601
"Arremonops_tocuyensis","Non-migrant",6.02226534687879,19.7526500281163,"Passerellidae",6.513230433
"Artemisiospiza_belli","Migrant",22.2853342304519,32.7329983449386,"Passerellidae",19.6684758
"Artemisiospiza_nevadensis","Migrant",169.804521063428,37.4158129437306,"Passerellidae",24.31319017
"Atlapetes_albinucha","Non-migrant",22.8895030252237,26.0269813291552,"Passerellidae",12.90627366
"Atlapetes_albofrenatus","Non-migrant",2.53793971291311,27.6125084850705,"Passerellidae",14.41371571
"Atlapetes_melanocephalus","Non-migrant",0.333368195308578,25.1211275858952,"Passerellidae",12.13736152
"Atlapetes_pallidinucha","Non-migrant",7.98489673204578,21.9834984726551,"Passerellidae",9.050312588
"Atlapetes_pileatus","Non-migrant",30.3481923394201,29.1208204337473,"Passerellidae",15.80848783
"Atlapetes_rufinucha","Non-migrant",3.30313296057672,22.8683131696184,"Passerellidae",9.800726848
"Atlapetes_schistaceus","Non-migrant",11.7358309663162,20.5335325384735,"Passerellidae",7.518416481
"Atlapetes_semirufus","Non-migrant",5.57596420537757,21.3673313923305,"Passerellidae",8.062129655
"Basileuterus_belli","Non-migrant",28.6280520428308,28.0010469536362,"Parulidae",14.95916761
"Basileuterus_culicivorus","Non-migrant",44.5038864522492,36.7833649578072,"Parulidae",23.85735478
"Basileuterus_lachrymosus","Migrant",29.4340939835426,34.4830693528365,"Parulidae",21.38083113
"Basileuterus_melanogenys","Non-migrant",0.397674945669216,30.3300811860919,"Parulidae",17.04296144
"Basileuterus_rufifrons","Non-migrant",82.9436044929278,24.6329668600697,"Parulidae",11.50498152
"Basileuterus_tristriatus","Non-migrant",39.0986843034802,30.2939499355713,"Parulidae",17.29153308
"Buthraupis_montana","Non-migrant",24.5908545602676,33.5710992252351,"Thraupidae",20.61672895
"Cacicus_cela","Non-migrant",703.574113005533,44.060399135748,"Icteridae",31.25398418
"Cacicus_chrysopterus","Non-migrant",147.586037180634,30.8400129889022,"Icteridae",18.09066501
"Cacicus_haemorrhous","Non-migrant",668.941938622899,40.7811818463118,"Icteridae",27.93672735
"Cacicus_solitarius","Non-migrant",737.180054618323,27.8537407690349,"Icteridae",15.11532977
"Cacicus_uropygialis","Non-migrant",11.2649390274693,40.5833690493198,"Icteridae",27.62046605
"Calamospiza_melanocorys","Migrant",378.419860566223,40.7126722244061,"Passerellidae",27.80214057
"Calcarius_lapponicus","Migrant",4276.9492133146,47.8757522567071,"Calcariidae",34.76012124
"Calcarius_ornatus","Migrant",341.190854731046,40.0101375426649,"Calcariidae",26.99859736
"Calcarius_pictus","Migrant",871.255053743346,52.5750039326726,"Calcariidae",39.47588092
"Cardellina_canadensis","Migrant",907.894341407439,39.516696242803,"Parulidae",26.49443513
"Cardellina_pusilla","Migrant",2235.94034295752,37.8295588997105,"Parulidae",24.9033725
"Cardellina_rubra","Non-migrant",20.0984221654503,27.9128760317215,"Parulidae",14.79011801
"Cardellina_rubrifrons","Migrant",58.3502377910462,37.5085875259135,"Parulidae",24.50063333
"Cardinalis_cardinalis","Non-migrant",581.31193596156,28.2322759670492,"Cardinalidae",15.50898781
"Cardinalis_phoeniceus","Non-migrant",5.76365661270054,21.0988867526115,"Cardinalidae",8.166943024
"Caryothraustes_canadensis","Non-migrant",216.695695482003,37.4971778374538,"Cardinalidae",24.5495528
"Caryothraustes_poliogaster","Non-migrant",26.7458689293639,29.6902228990186,"Cardinalidae",16.94281549
"Cassiculus_melanicterus","Non-migrant",20.0352271857193,38.6179436884425,"Icteridae",25.65810161
"Catamenia_analis","Non-migrant",91.4641021425889,34.1862442594719,"Thraupidae",20.90512581
"Catamenia_homochroa","Non-migrant",23.3353858956716,26.9092367002815,"Thraupidae",13.75735707
"Catamenia_inornata","Non-migrant",68.7083582851528,31.6427038434711,"Thraupidae",18.47533321
"Certhidea_fusca","Non-migrant",0.084454278276462,31.4636962653743,"Thraupidae",18.64960992
"Certhidea_olivacea","Non-migrant",0.568541193871342,27.8161704077596,"Thraupidae",14.9922403
"Chlorochrysa_calliparaea","Non-migrant",12.0435741625392,37.587102819661,"Thraupidae",24.61311557
"Chlorochrysa_nitidissima","Non-migrant",1.41766767970012,34.7167373309106,"Thraupidae",21.50647716
"Chlorospingus_canigularis","Non-migrant",13.5216299161761,31.3728878396398,"Passerellidae",18.18802326
"Chlorospingus_flavopectus","Non-migrant",49.063749832918,28.2882715510343,"Passerellidae",15.23685296
"Chlorospingus_pileatus","Non-migrant",0.324480911310352,37.1049613628401,"Passerellidae",24.05396545
"Chlorospingus_semifuscus","Non-migrant",2.12791313267043,28.3413351006492,"Passerellidae",15.07587265
"Chondestes_grammacus","Migrant",717.982520105788,43.7340243647258,"Passerellidae",30.75771605
"Chrysomus_icterocephalus","Non-migrant",129.369004513392,26.9723614144389,"Icteridae",14.10641114
"Chrysomus_ruficapillus","Non-migrant",506.244432784029,38.3257518665282,"Icteridae",25.55990459
"Cnemathraupis_eximia","Non-migrant",4.89054297069051,28.4341038777525,"Thraupidae",15.79699646
"Curaeus_curaeus","Migrant",119.18980496145,37.2575891340938,"Icteridae",24.39603311
"Cyanicterus_cyanicterus","Non-migrant",34.4358247914359,39.4404071542475,"Thraupidae",26.59994399
"Cyanocompsa_parellina","Non-migrant",49.5481414641435,35.2170274640554,"Cardinalidae",22.04010847
"Cyanoloxia_brissonii","Non-migrant",508.749307429025,34.1707288028316,"Cardinalidae",21.2756471
"Cyanoloxia_cyanoides","Non-migrant",72.9016978391084,34.3636956335339,"Cardinalidae",21.35682015
"Dacnis_cayana","Non-migrant",999.356930276689,35.071912568306,"Thraupidae",21.9199695
"Dacnis_flaviventer","Non-migrant",337.380673653119,32.6120960783768,"Thraupidae",19.44358782
"Dacnis_lineata","Non-migrant",494.993700029783,37.3751847113544,"Thraupidae",24.28157448
"Dacnis_venusta","Non-migrant",16.6262074843547,39.4269566326672,"Thraupidae",26.26872466
"Diglossa_albilatera","Non-migrant",20.7834902700667,23.1658720149292,"Thraupidae",10.31788586
"Diglossa_caerulescens","Non-migrant",23.0887783437459,29.0193899667584,"Thraupidae",16.06153934
"Diglossa_carbonaria","Non-migrant",5.96422292445314,28.3188457669091,"Thraupidae",15.18434163
"Diglossa_cyanea","Non-migrant",32.2080442324046,32.2846070656092,"Thraupidae",19.19096972
"Diglossa_gloriosa","Non-migrant",0.938954136704126,29.6838882510524,"Thraupidae",16.41331803
"Diglossa_humeralis","Non-migrant",12.6690187558135,33.103648039532,"Thraupidae",19.85579865
"Diglossa_lafresnayii","Non-migrant",8.9397550669199,29.443534214298,"Thraupidae",16.18896806
"Diglossa_plumbea","Non-migrant",0.735030358676236,29.0621531631521,"Thraupidae",16.09384634
"Diglossa_sittoides","Non-migrant",49.4275203622972,37.2851388377704,"Thraupidae",24.2338524
"Diuca_diuca","Migrant",256.496694920862,36.9024242467784,"Thraupidae",24.13636658
"Dolichonyx_oryzivorus","Migrant",1203.60667214665,48.6096771510902,"Icteridae",35.8296077
"Emberiza_cabanisi","Non-migrant",236.032384590589,33.2314518814519,"Emberizidae",20.21417749
"Emberiza_cia","Migrant",603.222117775807,42.8121026095758,"Emberizidae",29.82696037
"Emberiza_cioides","Migrant",1177.07258718551,40.9462734464565,"Emberizidae",28.02113981
"Emberiza_cirlus","Migrant",239.617476558144,43.9503857209208,"Emberizidae",31.08233537
"Emberiza_citrinella","Migrant",2260.11457699058,43.6825523228216,"Emberizidae",30.74412287
"Emberiza_flaviventris","Non-migrant",592.081901411466,38.247817452943,"Emberizidae",25.45702643
"Emberiza_hortulana","Migrant",1394.86377488388,48.0098303586627,"Emberizidae",35.17102303
"Emberiza_melanocephala","Migrant",272.405355226273,51.5227747914898,"Emberizidae",38.6675605
"Emberiza_rutila","Migrant",746.801535516806,47.1397545432317,"Emberizidae",34.07326774
"Emberiza_spodocephala","Migrant",842.243424835233,36.2315658212341,"Emberizidae",23.06614154
"Emberiza_striolata","Non-migrant",236.102340114022,32.6051349840136,"Emberizidae",19.41761839
"Emberiza_sulphurata","Migrant",30.2131223412318,41.7038763183494,"Emberizidae",28.67264447
"Emberizoides_herbicola","Non-migrant",474.989164792646,28.7638300816383,"Thraupidae",15.59146554
"Embernagra_platensis","Non-migrant",255.756090798751,25.2644876601062,"Thraupidae",12.37353171
"Eucometis_penicillata","Non-migrant",473.760830663399,31.6655272278403,"Thraupidae",18.82399627
"Euphagus_carolinus","Migrant",1634.76980585562,40.8778448319195,"Icteridae",27.83794459
"Euphagus_cyanocephalus","Migrant",1106.22516876864,43.6039950534843,"Icteridae",30.69656194
"Geospiza_difficilis","Non-migrant",0.19920795997634,35.4119513484929,"Thraupidae",22.29437687
"Geospiza_fortis","Non-migrant",0.625583225789887,32.7766036780121,"Thraupidae",19.72891897
"Geospiza_fuliginosa","Non-migrant",0.674510313106462,33.4476642763575,"Thraupidae",20.23193011
"Geospiza_magnirostris","Non-migrant",0.664068881436931,33.7081567069577,"Thraupidae",20.83449387
"Geospiza_scandens","Non-migrant",0.577719569190173,29.6504485852312,"Thraupidae",16.68857833
"Geospizopsis_unicolor","Non-migrant",124.227035070458,32.5821256038647,"Thraupidae",19.74868248
"Geothlypis_aequinoctialis","Migrant",635.937517730406,30.961377194279,"Parulidae",17.76532529
"Geothlypis_beldingi","Migrant",0.344794070627252,27.3774851907811,"Parulidae",14.19506599
"Geothlypis_formosa","Migrant",354.031983580485,44.115619386113,"Parulidae",31.09148252
"Geothlypis_philadelphia","Migrant",773.686455459248,36.4286111345833,"Parulidae",23.19432683
"Geothlypis_poliocephala","Non-migrant",73.0214818719151,40.2695227632341,"Parulidae",27.26080129
"Geothlypis_rostrata","Non-migrant",0.784257953879294,22.8468995934702,"Parulidae",9.571166879
