"sp","migrant","area","HWI","family"
"Myiothlypis_rivularis","Non-migrant",74.1684511187585,34.0413201343604,"Parulidae"
"Myiothlypis_signata","Non-migrant",13.8010871640953,19.9869011414533,"Parulidae"
"Oporornis_agilis","Migrant",624.350751014332,47.0009165401674,"Parulidae"
"Oreothlypis_gutturalis","Non-migrant",0.322206083399727,37.1608647382099,"Parulidae"
"Oreothlypis_superciliosa","Non-migrant",34.8277562978535,38.4593053910009,"Parulidae"
"Oriturus_superciliosus","Non-migrant",26.0135660894006,30.3326505993173,"Passerellidae"
"Parkesia_motacilla","Migrant",454.04577007,40.79963025529,"Parulidae"
"Parkesia_noveboracensis","Migrant",2061.19717232817,38.2456296387168,"Parulidae"
"Passerculus_sandwichensis","Migrant",2454.83523346386,41.0197135180196,"Passerellidae"
"Passerella_iliaca","Migrant",1648.23330843061,29.0271535701938,"Passerellidae"
"Passerina_amoena","Migrant",484.596212363847,40.6185999462536,"Cardinalidae"
"Passerina_ciris","Migrant",336.60086875891,38.3548318738443,"Cardinalidae"
"Passerina_cyanea","Migrant",747.651129100357,45.6857378332599,"Cardinalidae"
"Passerina_versicolor","Migrant",137.711509223582,32.8700396825397,"Cardinalidae"
"Peucaea_aestivalis","Migrant",73.2210097494611,25.9849435938688,"Passerellidae"
"Peucaea_botterii","Non-migrant",87.4836083082852,26.864653363958,"Passerellidae"
"Peucaea_carpalis","Non-migrant",16.3263805909692,28.9132140093045,"Passerellidae"
"Peucaea_cassinii","Migrant",216.266122179539,30.8268143734872,"Passerellidae"
"Peucaea_ruficauda","Non-migrant",22.4453558181617,24.9357765520619,"Passerellidae"
"Pezopetes_capitalis","Non-migrant",0.280083833114053,19.8040613652741,"Passerellidae"
"Phaenicophilus_palmarum","Non-migrant",5.74234466135118,26.4651461561713,"Phaenicophilidae"
"Pheucticus_aureoventris","Migrant",164.738533354272,42.3718472113174,"Cardinalidae"
"Pheucticus_chrysogaster","Non-migrant",44.3267864306319,33.9387768220018,"Cardinalidae"
"Pheucticus_ludovicianus","Migrant",984.789325613447,46.4131933769229,"Cardinalidae"
"Pheucticus_melanocephalus","Migrant",612.330133311846,45.4241109822918,"Cardinalidae"
"Pheucticus_tibialis","Non-migrant",1.61464163598205,42.6601914068712,"Cardinalidae"
"Phrygilus_atriceps","Non-migrant",45.9063654872709,32.6544618056381,"Thraupidae"
"Phrygilus_gayi","Migrant",175.572838078915,36.6907267597041,"Thraupidae"
"Phrygilus_patagonicus","Migrant",65.810379868488,34.4050255651522,"Thraupidae"
"Pinaroloxias_inornata","Non-migrant",0.002020634706359,28.7074521280084,"Thraupidae"
"Pipilo_chlorurus","Migrant",404.305181265289,29.1922624673927,"Passerellidae"
"Pipilo_erythrophthalmus","Migrant",360.556623920843,29.1725738120627,"Passerellidae"
"Pipilo_ocai","Non-migrant",9.7781620219817,22.1560208365211,"Passerellidae"
"Pipraeidea_bonariensis","Migrant",308.922062022756,38.1734031571903,"Thraupidae"
"Pipraeidea_melanonota","Non-migrant",183.654431526494,42.6074081601133,"Thraupidae"
"Piranga_bidentata","Non-migrant",36.3908093857693,40.5867704579735,"Cardinalidae"
"Piranga_flava","Non-migrant",505.01018339037,38.6409046070063,"Cardinalidae"
"Piranga_leucoptera","Non-migrant",47.2387777928098,36.7467360862635,"Cardinalidae"
"Piranga_ludoviciana","Migrant",858.607618480526,45.2591572046178,"Cardinalidae"
"Piranga_olivacea","Migrant",625.851553944551,45.9851741147039,"Cardinalidae"
"Piranga_roseogularis","Non-migrant",9.06494905434306,31.4455363614237,"Cardinalidae"
"Piranga_rubra","Migrant",774.823485092983,45.3249078696929,"Cardinalidae"
"Plectrophenax_nivalis","Migrant",4573.6178309242,52.5750039326726,"Calcariidae"
"Pooecetes_gramineus","Migrant",1194.54284165642,40.529268640008,"Passerellidae"
"Poospiza_nigrorufa","Migrant",89.5912147723045,26.12876556911,"Thraupidae"
"Poospiza_whitii","Non-migrant",26.9437233485207,29.1916971916972,"Thraupidae"
"Protonotaria_citrea","Migrant",380.356438216486,40.6022776343337,"Parulidae"
"Psarocolius_angustifrons","Non-migrant",182.157181667488,43.2996468370285,"Icteridae"
"Psarocolius_atrovirens","Non-migrant",11.681922680445,41.551731138549,"Icteridae"
"Psarocolius_decumanus","Non-migrant",869.179360200318,47.712269591032,"Icteridae"
"Psarocolius_montezuma","Non-migrant",42.1548930093089,49.0619691193695,"Icteridae"
"Psarocolius_viridis","Non-migrant",411.689031555668,48.7501801065614,"Icteridae"
"Psarocolius_wagleri","Non-migrant",40.0157654719207,41.4192377034133,"Icteridae"
"Pselliophorus_tibialis","Non-migrant",0.540221020746084,25.425015117337,"Passerellidae"
"Pseudoleistes_virescens","Migrant",117.293270927344,36.6185498094588,"Icteridae"
"Ptiloxena_atroviolacea","Non-migrant",9.30227559610249,34.1701918692343,"Icteridae"
"Quiscalus_lugubris","Non-migrant",75.2722733390144,35.9143333467175,"Icteridae"
"Quiscalus_major","Migrant",19.6131898748233,44.6753789403121,"Icteridae"
"Quiscalus_mexicanus","Non-migrant",481.877818574008,43.7573208272342,"Icteridae"
"Quiscalus_niger","Non-migrant",17.9117693776207,31.36609334291,"Icteridae"
"Quiscalus_quiscula","Migrant",969.231126717904,40.5074127299694,"Icteridae"
"Rhodinocichla_rosea","Non-migrant",13.7008733484207,23.2250388189985,"Rhodinocichlidae"
"Rhynchophanes_mccownii","Migrant",247.698357064483,47.943212892584,"Calcariidae"
"Saltator_albicollis","Non-migrant",0.335904486532864,29.8871780515118,"Thraupidae"
"Saltator_atriceps","Non-migrant",60.2810104885641,29.1218028759012,"Thraupidae"
"Saltator_atripennis","Non-migrant",8.98224910860686,31.8316223459081,"Thraupidae"
"Saltator_aurantiirostris","Non-migrant",227.434863582317,32.5954171142141,"Thraupidae"
"Saltator_coerulescens","Non-migrant",687.569930115252,28.2585140156859,"Thraupidae"
"Saltator_grossus","Non-migrant",510.124561471527,32.1710637903423,"Thraupidae"
"Saltator_maximus","Non-migrant",785.111001759513,31.5670107658718,"Thraupidae"
"Saltator_orenocensis","Non-migrant",33.779779756741,31.9368706481791,"Thraupidae"
"Saltator_similis","Non-migrant",329.37197149436,31.2429997510166,"Thraupidae"
"Saltator_striatipectus","Non-migrant",72.9359343414969,27.1042787000234,"Thraupidae"
"Seiurus_aurocapilla","Migrant",961.714144894546,40.7239254220791,"Parulidae"
"Setophaga_adelaidae","Non-migrant",0.762211972867028,30.9122261764174,"Parulidae"
"Setophaga_americana","Migrant",563.906683386518,40.4488197581559,"Parulidae"
"Setophaga_caerulescens","Migrant",312.753688204453,39.7387270125441,"Parulidae"
"Setophaga_castanea","Migrant",928.386134242175,45.8093780970933,"Parulidae"
"Setophaga_cerulea","Migrant",443.622555414975,51.3437930043529,"Parulidae"
"Setophaga_chrysoparia","Migrant",38.3042489232926,42.7112769136194,"Parulidae"
"Setophaga_citrina","Migrant",297.27749737721,36.30792260627,"Parulidae"
"Setophaga_coronata","Migrant",1924.27134500421,44.5590996961144,"Parulidae"
"Setophaga_discolor","Migrant",212.375615554455,35.8697556946801,"Parulidae"
"Setophaga_dominica","Migrant",301.242810933443,43.6529790385622,"Parulidae"
"Setophaga_flavescens","Non-migrant",0.234292887433967,38.4372579637547,"Parulidae"
"Setophaga_fusca","Migrant",873.036692251467,51.0895942265999,"Parulidae"
"Setophaga_graciae","Migrant",104.506362619226,42.0782083825682,"Parulidae"
"Setophaga_kirtlandii","Migrant",5.56497659472072,42.791339638204,"Parulidae"
"Setophaga_magnolia","Migrant",993.581087337589,31.5140654344539,"Parulidae"
"Setophaga_nigrescens","Migrant",351.79948085,41.5309022993657,"Parulidae"
"Setophaga_occidentalis","Migrant",231.327635520969,40.4104102948814,"Parulidae"
"Setophaga_palmarum","Migrant",930.35280315625,36.3200275336252,"Parulidae"
"Setophaga_pensylvanica","Migrant",765.451821108306,46.6076503559982,"Parulidae"
